,Lokacija:,Transakcija:,Vrsta nekretnine:,Ukupan broj soba:,Toaleti:,Ukupno katova:,Cijena:,Površina:,Okućnica:,Godina izgradnje:,Nekretnina (stanje):,Stil gradnje:,Razred energetske učinkovitosti:,Lift:,Pristup invalidima:,Nekretnina se prodaje/iznajmljuje:,Visina plafona:,Namjena poslovnog prostora:,P.P. sa izlogom:,Pristup kamionima/šleperima:,Struja:,Parking:,Parking (broj):,Natkriveni parking:,Povlašteni parking:,Garaža:,Pogled na more:,Pogled na:,Udaljenost od mora:,Ključ u agenciji:,naziv,opis,dodatne_oznake,Spavaće sobe:,Kupaonice:,Površina okućnice:,Površina balkona/lođe/terase:,Roštilj:,Dimnjak:,Bazen:,Vrt:,Vrsta kuće/vikendice:,Tlocrtna površina nekretnine:,Mogućnost zamjene:,Namjena terena:,Površina građevinskog dijela:,Površina negrađevinskog dijela:,Instalacije struje:,Instalacije vode:,Pod: parket/laminat/pločice:,Pripojene prostorije:,Fasada:,Krov:,Struja-zakupljena snaga:,Vanjska stolarija:,Unutarnja stolarija:,Kupaonica/ kuhinja:
http://www.remax-svijetnekretnina.com/kuca/kuca-za-adaptaciju-u-centru-umaga,Umag,Za prodaju,Kuća/Vikendica,6,1,3,300.000 € (2.227.747 kn),342 ,nema okućnice,1900 god.,dovršena,autohtoni,U izradi,,uz manju adaptaciju,djelomično namještena,,,,,,da,2,ne,,ne,ne,GRAD,300-500m,Ne,KUĆA ZA ADAPTACIJU U CENTRU UMAGA (ID: 300041083-30),"
                        Stara kamena kuća u centru Umaga, na glavnoj ulici. Kuća je nastanjena  i u funkciji, no bila bi potrebna ulaganja radi prilagođavanja novijem načinu života. Trenutno u kući ima 6 velikih prostorija, od čega su četiri spavaće sobe. Velik dio kuće otpada na unutarnje stepenište, razna skladišta, međuprostore, hodnike , itd... Najveća vrijednost nekretnine jest to da je na toj lokaciji moguća izgradnja poslovno-stambene zgrade, a lokacija zaista jest atraktivna.                    ","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Grijanje', 'Komunalije', 'Klasično', 'Struja', 'Drva', 'otvoren pogled', 'Sjever', 'Zapad', 'Istok', 'Centar', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini bolnice']",4,2,,15 ,,ima,nema,,u nizu,171 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/kuca-sa-okucnicom-u-brtonigli-i-pogledom-na-more,Brtonigla,Za prodaju,Kuća/Vikendica,5,1,2,199.000 € (1.477.739 kn),150 ,,2007 god.,dovršena,klasičan,U izradi,ne,uz manju adaptaciju,namještena,,,,,,da,2,ne,da,ne,da,,više od 1km,Ne,KUĆA SA OKUĆNICOM U BRTONIGLI I POGLEDOM NA MORE (ID: 300441010-2),"
                        Obiteljska kuća sa okućnicom 444  u centru Brtonigle sa pogledom na more. Kuća ima veliku dnevnu sobu, kuhinju sa blagovaonicom i kupatilo u prizemlju, a na kat, gdje se nalaze 3 spavaće sobe i kupatilo, se dolazi unutarnjim stepeništem. Grije se centralnim grijanjem na plin. U dnevnoj sobi se nalazi kamin na drva koji kući daje posebnu atmosferu, naravno, u zimskim mjesecima.                    ","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Grijanje', 'Plin', 'Komunalije', 'Klasično', 'Centralno', 'Drva', 'Plin', 'Voda', 'Struja', 'Kanalizacija', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine']",3,2,444 ,10 ,,ima,,,samostojeća,75 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/obiteljsko-imanje-sa-dvije-kuce-na-okucnici-od-3676-,"Kaštel, Buje",Za prodaju,Kuća/Vikendica,5,1,3,310.000 € (2.302.005 kn),400 ,,1989 god.,nedovršena,klasičan,U izradi,,,djelomično namještena,,,,,,da,3,da,,da,da,,više od 1km,Ne,OBITELJSKO IMANJE SA DVIJE KUĆE NA OKUĆNICI OD 3676  (ID: 300441004-128),"
                        Obiteljsko imanje sa dvije kuće koje se nalaze u blizini Kaštela od kojih je jedna dovršena, a jedna u roh bau fazi, a prostiru se na velikoj okućnici od 3676 . Dovršena kuća ukupne kvadrature 300 , a sastoji se od u prizemlju 220 , te u potkrovlju još 80 . U prizemlju se nalaze dva jednosobna apartmana i jedan veliki stan od 80 , te garažni prostor od 75  koji se može koristiti kao poslovni prostor. Druga kuća koja je stambeno poslovna zgrada ukupne kvadrature 400 , a sastoji se od podruma i kata sa predivnim pogledom na more. Kuće se mogu koristiti i odvojeno jer imaju svaka svoj ulaz. S obzirom na položaj lokacije, udaljene svega 3 km od granice sa Slovenijom kuća ima veliki potencijal. Zbog velikog dijela poljoprivrednog zemljišta u sklopu kuće njoj se  dodatno povećava sveukupna vrijednost.                     ","['Klasično', 'Klima uređaj', 'Struja', 'Drva', 'otvoren pogled', 'Zapad', 'Na osami', 'U blizini glavne ceste / autoputa']",3,1,3.676 ,,,ima,nema,,samostojeća,200 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istrastinjanapartmanska-kuca-400m-od-mora,"Štinjan, Pula",Za prodaju,Kuća/Vikendica,13,,3,495.000 € (3.675.782 kn),"329,44 ",,1991 god.,dovršena,klasičan,B,,uz manju adaptaciju,namještaj po dogovoru,,,,,,da,3,da,,da,da,,300-500m,Ne,"Istra,Štinjan,apartmanska kuća 400m od mora (ID: 300041049-571)","
                        Istra,Štinjan,apartmanska kuća 400m od mora

Na prodaju je apartmanska kuća udaljena od mora cca 400m, sa gornjih etaža pruža se pogled na more. Kuća se satoji od 5 apartmana , i  renovirana je 2012.godine. 
Nekretnina ukupno ima 4 potpuna kupatila, jedno sa kadom, te jedan odvojeni toalet. Na gornjoj etaži se nalaze tri odvojena apartmana sa zasebnom spavaćom sobom, od kojih dva imaju pogled na more. Na donjoj etaži se nalazi komforni trosoban stan, te odvojena kuhinja sa blagovaonom i kupatilom i izlazom na terasu koji koristi  stan koji se nalazi u suterenu.
Grijanje kuće je centralno na plin, u trosobnom stanu se nalazi veliki kamin na drva, i u kući ima 5 klima uređaja, a topla voda je na solarne panele i plin (spremnik 850L).
Na okućnici se nalazi ljetna kuhinja, vanjski tuš, kamin, garaža, spremište na nadstrešnica za aute.Ukupna površna zemljišta iznosi 699.

Vrlo zanimljiva nekretnina tražite li apartmansku kuću nedaleko plaže.                    ","['Struja', 'Voda', 'Plin', 'Komunalije', 'Klasično', 'Centralno', 'Struja', 'Drva', 'Plin', 'djelomično otvoren pogled', 'Zapad', 'Istok', 'U mirnoj ulici', 'U blizini mora/plaže', 'U blizini parka/šume']",6,4,417 ,,,ima,nema,,dvojna,172+110 ,,,,,2012 god.,2012 god.,,,2012 god.,,,2012 god.,,
http://www.remax-svijetnekretnina.com/kuca/istra-vodnjan-kuca-u-nizu-u-staroj-jezgri,Vodnjan,Za prodaju,Kuća/Vikendica,6,,4,50.000 € (371.291 kn),110 ,,1915 god.,nedovršena,autohtoni,U izradi,,ne,nenamještena,,,,,,ne,,ne,,ne,ne,"Ulicu, dvorište",više od 1km,Da,"Istra, Vodnjan, kuća u nizu u staroj jezgri (ID: 300041074-99)","
                        Prodaje se kuća u nizu u staroj jezgri grada Vodnjana. Kuća ima ulaz sa ulice ali i stražnji ulaz sa sporedne, neprometne ulice kroz dvorište. Sastoji se od prizemlja i dodatna 3 kata, a sa 1. kata se izlazi na dvorište sa šternom koja se zajednički koristi sa prvim susjedom. Ima ukupno 6 prostorija od kojih 4 mogu biti spavaće sobe. Potrebna je kompletna renovacija zgrade koja ima dobar potencijal. Postoji mogućnost kupnje još jedne starije zgrade od 50  od drugog vlasnika koja se nalazi do dvorišta, tako da bi se mogla dobiti jedna velika cjelina sa otvorenim opcijama upotrebe dodatnih prostora.Sa obadvije strane ove kuće su preuređene kuće koje se koriste za stalno življenje ali i kuće za odmor.
Zbog velikog potencijala glede kvadrature kuće, dvorišta sa šternom i dodatnih objekata ova nekretnina bi mogla biti interesantna onima koji vole izazov projekta preuređenja autohtonih objekata.                    ","['Kuhinja', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Komunalije', 'Klasično', 'nema', 'nema', 'nema otvoren pogled', 'Zapad', 'Istok', 'Centar', 'U blizini glavne ceste / autoputa', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini crkve']",4,,50 ,30 ,,ima,nema,,u nizu,40 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poslovni-prostor/ugostiteljski-objekti/savudrija-restoran-prvi-red-do-mora,"Savudrija, Umag",Za prodaju,Ugostiteljski objekti,,,,550.000 € (4.084.203 kn),260 ,,1940 god.,dovršena,klasičan,U izradi,ne,uz manju adaptaciju,namještena,,Restoran,ne,ne,trofazna,ne,,ne,ne,ne,da,,1. red,Ne,"Savudrija, restoran prvi red do mora (ID: 300441004-125)","
                        Na sjeverozapadu Istre, u malom ribarskom mjestu Savudrija, nalazi se ovaj uhodani restoran.
Lijepa i mirna lokacija na samom moru čini ovu nekretninu jedinstvenom poslovnom prilikom.
Obiteljski restoran se sastoji od ukupno 170 sjedećih mjesta te uspješno posluje dugi niz godina, prodaje se potpuno namješten te spreman za rad.
Osim opremljene kuhinje i svog inventara u objektu postoji i krušna peć.
Prilika za uspješno poslovanje.                    ","['Centralno', 'Struja', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'U mirnoj ulici', 'U blizini mora/plaže']",,,,,,,,,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/kamena-kuca-6-km-od-vrsara-i-mora,"Flengi, Sveti Lovreč",Za prodaju,Stan/Apartman,4,,3,120.000 € (891.099 kn),218 ,,1900 god.,dovršena,klasičan,U izradi,ne,ne,djelomično namještena,,,,,,ne,,ne,,ne,ne,,više od 1km,Ne,Kamena kuća 6 km od Vrsara i mora  (ID: 300041081-19),"
                        Sastoji se od prizemlja gdje se nalazi prostor za konobu ili dnevni boravak sa kaminom,kuhinja sa blagovaonom i sa izlazom na terasu površine 60  kupaone te ispod prizemlja nalazi se prostorija cca 14 pogodna za vinariju ili konobu (prostor gdije je bila voda od šterne) 
Vanjskim i unutarnjim stepenicama ide se na kat gdije se nalazi hodnik,2 spavaće sobe kuhinja sa blagovaonom te izlaz na prostraniju terasu. 
Također ima potkrovlje veličine 44  gdije bi se moglo napraviti dodatnu sobu.                     ","['Klasično', 'Drva', 'nema otvoren pogled', 'Istok', 'U blizini glavne ceste / autoputa']",3,,,,,ima,nema,vlastiti,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/vizinada-gradevinsko-zemljiste,Vižinada,Za prodaju,Građevinsko zemljište,,,,190.000 € (1.410.906 kn),3.688 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,VIŽINADA-građevinsko zemljište (ID: 300041078-106),"
                        Prodaje se građevinsko zemljište u Vižinadi sveukupne površine 3688 ,koje su podjeljene na dvije parcele 2359  i 1329 .Zemljište se nalazi u neposrednoj blizini kuća,ima struju i vodu u blizini,ima pristup javnoj površini, asfaltiranoj cesti i udovoljava urbanističkim uvjetima.
","['djelomično otvoren pogled', 'Jug', 'Zapad', 'Na osami', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini parka/šume']",,,,,,,,,,,,građevinsko,3688 ,- ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/visnjan-seoski-posjed,Višnjan,Za prodaju,Kuća/Vikendica,6,,3,312.000 € 280.000 € (2.079.230 kn),220 ,,1908 god.,nedovršena,autohtoni,Izuzeto od obveze,,,nenamještena,,,,,,da,,ne,,ne,ne,,više od 1km,Ne,VIŠNJAN- seoski posjed (ID: 300041078-105),"
                        Ovaj krasni posjed nalazi se u malom mjestu udaljenom 5 km od Baderne te oko 15 km od Poreča. 
Budući da u neposrednoj blizini nema drugih kuća i objekata, ova lokacija pruža Vam potpunu privatnost, intimu i mir.
Od glavne prometnice do posjeda vodi 300 m bijelog puta koji jednim djelom i pripada posjedu. 
Samostojeća kamena kuća građena je prije više od sto godina u tradicjonalnom istarskom stilu. Kuću je potrebno u potpunosti renovirati.
Ispred kuće je dvorište koje je ograđeno kamenim zidom. Ukupna površina zemljišta je 5461  od čega je 1750  građevinsko, a 3771  poljoprivredno.
Na posjedu je priključak za vodu i telefon dok je priključak za struju udaljen oko 150 metara.                    ","['nema', 'nema', 'otvoren pogled', 'Jug', 'Zapad', 'Na osami', 'U mirnoj ulici', 'U blizini parka/šume']",3,,5.461 ,,,ima,nema,,samostojeća,100 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poljoprivredno-zemljiste/istra-loborika-poljoprivredno-zemljiste,"Loborika, Marčana",Za prodaju,Negrađevinsko zemljište,,,,27.000 € (200.497 kn),4.794 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"ISTRA, LOBORIKA, poljoprivredno zemljište  (ID: 300041071-131)","
                        Prodaje se poljoprivredno zemljište nedaleko centra Loborike, 4794 površine.
Sastoji se od dvije čestice, ravno je i pravilnog oblika.
Zemljište se nalazi na lijepoj poziciji i idealno je za sadnju maslina.                    ","['otvoren pogled', 'Jug', 'Zapad', 'Na osami']",,,,,,,,,,,,poljoprivredno,"0,00 ",4794 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/istra-medulin-novogradnja-dvosban-stan-u-prizemlju-sa-terasom,Medulin,Za prodaju,Stan/Apartman,4,,2,200.000 € 184.000 € (1.366.351 kn),"94,46 ",,2010 god.,dovršena,klasičan,U izradi,ne,da,namještaj po dogovoru,,,,,,da,1,ne,,ne,ne,,500-1000m,Ne,"ISTRA, MEDULIN NOVOGRADNJA DVOSOBAN STAN U PRIZEMLJU SA TERASOM (ID: 300041059-214)","
                        Istra, Medulin prodaje se dvosoban stan u prizemlju sa velikom terasom. Stan se sastoji od ulazne lođe, kuhinje i dnevnog boravka, 3 spavaonice, hodnika,
 kupaonice, vrtne terase i parkirnog mjesta, ukupne površine 94,46 . Parking mjesto se nalazi na samom ulaza u stan, gdje pruža pogodnost i lakši pristup osobama sa invaliditetom. Udaljenost od plaže je svega 600 m.
","['Kupaonica sa prozorom', 'Balkon/lođa/terasa', 'Klasično', 'Etažno podno', 'Klima uređaj', 'Struja', 'nema otvoren pogled', 'Zapad', 'U blizini centra', 'U mirnoj ulici', 'U blizini trgovine', 'U blizini parka/šume']",2,1,45 ,45 ,,ima,nema,nema,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/porec-kuca-sa-okucnicom-parkingom-i-garazom-320-,Poreč,Za prodaju,Kuća/Vikendica,20,,4,450.000 € 430.000 € (3.193.104 kn),320 ,,1985 god.,nedovršena,klasičan,U izradi,ne,ne,djelomično namještena,,,,,,da,6,da,ne,da,ne,,500-1000m,Ne,"POREČ - Kuća sa okućnicom, parkingom i garažom 320  (ID: 300041082-16)","
                        U poznatoj porečkoj četvrti, pokraj svih potrebnih lokacija, 500m od mora, nalazi se ova kuća sa 320, 3 etaže plus visoko potkrovlje, 
garažom, natkrivenim parkingom, i okućnicom od 270 .

Sa strane vrta nalazi još jedna mala kućica koja može služiti kao kućni ured ili pak mjesto za okup obitelji.

Trenutno su uređene prve dvije etaže dok se treća etaža i potkrovlje trebaju urediti.

Kuća je koncipirana kao tri odvojena stana sa ukupno 9-10 spavaćih soba.
Na fotografijama se nalaze samo fotografije jedne etaže koja uređena kao jedan stan sa dvije spavaće sobe.

Odlična lokacija za obitelji i najam.                    ","['Struja', 'Voda', 'Grijanje', 'Klasično', 'Centralno', 'Struja', 'Peleti', 'Voda', 'nema otvoren pogled', 'Zapad', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini bolnice', 'U blizini parka/šume']",9,,270 ,,,ima,,,samostojeća,100 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istra-jursici-prodaje-se-villa-s-bazenom,"Juršići, Svetvinčenat",Za prodaju,Kuća/Vikendica,6,1,1,350.000 € (2.599.038 kn),179 ,,2017 god.,dovršena,moderan,U izradi,,da,namještena,,,,,,da,2,ne,,ne,da,prirodu,više od 1km,Ne,"ISTRA, JURŠIĆI PRODAJE SE VILLA S BAZENOM (ID: 300041059-240)","
                        Istra, Juršiči prodaje se prelijepa vila s bazenom  i pogledom na more. Vila je površine 179  s okućnicom od 540  a bezen je veličine 39 .
Prizemlje se sastoji od jedne spavaće sobe sa kupaonicom, dnevnog boravka, kuhinje sa blagovaonicom, wc, hodnika, ostava i terase. 
Na katu se nalaze još tri spavaće sobe od kojih svaka ima svoju kupaonicu i terase sa kojih seže pogled na more. 
Tople zemljane boje fasada, masivni i prirodni materijali (kamen, drvene grede) daju  potrebnu tradicionalnu atmosferu, i bogatstvo oblika raskoši vile.
","['Kupaonica sa prozorom', 'Balkon/lođa/terasa', 'Klasično', 'Klima uređaj', 'Struja', 'Drva', 'djelomično otvoren pogled', 'Jug', 'U mirnoj ulici', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine']",4,4,540 ,,,ima,vlastiti,,samostojeća,90 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poljoprivredno-zemljiste/istra-fazana-predivan-maslinik-s-legaliziranim-objektom,Fažana,Za prodaju,Negrađevinsko zemljište,,,,80.000 € (594.066 kn),6.920 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"ISTRA, FAŽANA, predivan maslinik  s legaliziranim objektom (ID: 300041071-130)","
                        Prodaje se predivan maslenik s legaliziranim objektom i kažunom u Fažani, 6920 ukupne površine.
Na zemljištu koje je ravno, nalazi se približno 160 stabala starih i mladih autohtonih i talijanskih maslina.
Zemljište čine četiri čestice koje su omeđene autohtonim suhozidom.
Nalazi se 300m od glavne prometnice i svega 2,5km od centra Fažane i lijepih plaža.

Legalizirani objekt ima 21 bruto površine, a na zemljištu se nalazi i industrijska voda.
Predivan autohtoni istarski kažun u ovoj oazi mira stvara poseban ugođaj.                    ","['otvoren pogled', 'Sjever', 'Jug', 'Zapad', 'Istok', 'Na osami']",,,,,,,,,,,,poljoprivredno,"0,00 ",6920 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/kamena-kuca-sa-velikom-okucnicom-od-1850,Pićan,Za prodaju,Kuća/Vikendica,2,,,50.000 € (371.291 kn),69 ,,1950 god.,nedovršena,autohtoni,U izradi,,uz manju adaptaciju,nenamještena,,,,,,da,,ne,,ne,ne,,više od 1km,Ne,Kamena kuća-štala sa velikom okućnicom od 1850  (ID: 300391006-232),"
                        Pićan, 
Prodaje se stara kamena kuća - štala  sa velikom okućnicom. 
Štala ima 69. Okućnica koja se proteže oko kuće iznosi cca. 1850 
Smještena na interesantnom mjestu, interesantna investicija koja bi se mogla urediti u kuću za iznajmljivanje, 
ili kao vikend kuća!

Nekretnina vrijedna pažnje!                     ","['nema', 'nema', 'djelomično otvoren pogled', 'Jug', 'Centar', 'U blizini trgovine', 'U blizini crkve', 'U blizini parka/šume']",1,,1.848 ,,,ima,nema,,samostojeća,35 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istrapula-gradevinsko-zemljiste-980,"Šišan, Ližnjan",Za prodaju,Građevinsko zemljište,,,,84.000 € (623.769 kn),980 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"Istra,Pula-Građevinsko zemljište 980 (ID: 300041070-115)","
                        Na prodaju je građevinsko zemljište nedaleko od Pule, ukupne površine 980. Parcela je lijepog oblika s pristupnim putem.
U blizini je prometnice, autobusne stanice a na okolnim parcelama su izgrađene kuće stoga ni infrastruktura nije daleko.
","['otvoren pogled', 'Jug', 'Istok', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici']",,,,,,,,,,,,GRAĐEVINSKO ZEMLJIŠTE,980 ,00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/zemljiste-za-gradnju-kuce-za-odmor,"ISTOČNA ISTRA, Labin",Za prodaju,Građevinsko zemljište,,,,44.000 € (326.736 kn),1.520 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,Zemljište za gradnju kuće za odmor (ID: 300041093-146),"
                        Parcela se nalazi na Istočnoj obali Istre u okolici Labina.
Zemljište ima 1520 , pravilnog je oblika i idealno je za gradnju kuće za odmor.
Sa zemljišta se pruža predivan pogled na prirodu. Nalazi se na rubu građevinske zone i naselja.
","['bez infrastrukture', 'Voda', 'Struja', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'U mirnoj ulici']",,,,,,,,,,,,Građevinsko zemljište,1520 ,"0,00 ",,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/kuca-za-adaptaciju-na-prekrasnoj-lokaciji,"ISTOČNA ISTRA, Labin",Za prodaju,Kuća/Vikendica,10,,2,110.000 € (816.841 kn),250 ,,1967 god.,nedovršena,klasičan,U izradi,ne,ne,nenamještena,,,,,,da,,ne,ne,ne,ne,,više od 1km,Ne,Kuća za adaptaciju na prekrasnoj lokaciji (ID: 300041093-145),"
                        Prodaje se kuća za adaptaciju na Istočnoj obali Istarskog poluotoka.
Kuća se nalazi u okolici Labina i Rapca. Lokacija je idealna za uređenje kuće za odmor.
Lokacija nudi intimu i prekrasan pogled na prirodu. Objekt je u dobrom stanju, potrebna mu je adaptacija u dekorativnom smislu, uređenje unutarnjeg prostora i okoliša,
izgradnja bazena i dodatnih turističkih sadržaja.                    ","['Struja', 'Voda', 'Komunalije', 'Klasično', 'Struja', 'Drva', 'Voda', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'U mirnoj ulici']",4,,1.500 ,,,ima,,,samostojeća,100 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/restaurirana-kamena-kuca-kod-groznjana-sa-gradevinskom-parcelom-od-2720-,Grožnjan,Za prodaju,Kuća/Vikendica,7,1,3,390.000 € 370.000 € (2.747.554 kn),"247,50 ",,1900 god.,dovršena,autohtoni,U izradi,,uz manju adaptaciju,djelomično namještena,,,,,,da,3,da,,ne,da,,više od 1km,Ne,RESTAURIRANA KAMENA KUĆA KOD GROŽNJANA SA GRAĐEVINSKIM ZEMLJIŠTEM OD 2.720  (ID: 300041083-24),"
                        Adaptirana stara kamena kuća, starina, kvalitetno obnovljena, 230 + terasa 50 . U prizemlju (130) nalaze se dnevna soba, velika kuhinja sa blagovaonicom i wc. Odvojena je još i garsonijera sa većom zastakljenom lođom. Na katu su dvije velike spavaće sobe, kupatilo i potkrovna ostava. Na trećoj etaži je mansarda. Okućnica je poprilično prostrana 2530  građevinskog zemljišta i krasi je atraktivan stari 300-godišnji hrast. U dvorištu se još nalazi priručna nadstrešnica za auto, drvarnica i vrtna kućica od 17. Kuća je smještena na vrhu brežuljka, u zelenilu, na rubu šume, samo 2,5 km od Grožnjana i 6 km od Buja. Pogled na more vidljiv je sa svih etaža kuće.  Postoji mogućnost nadogradnje objekata u svrhu oplemenjivanja ili funkcionalnosti cijelog imanja, odnosno na lokaciji se uz malo mašte može kreirati čitav mali turistički resort.                    ","['Kupaonica sa prozorom', 'Kuhinja', 'Kuhinja sa prozorom', 'Spremište', 'Balkon/lođa/terasa', 'Klasično', 'Centralno', 'Drva', 'djelomično otvoren pogled', 'Jug', 'Zapad', 'U blizini glavne ceste / autoputa']",3,2,2.530 ,50 ,,ima,nema,,samostojeća,130 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/gradevno-zemljiste-500-metara-od-morske-plaze,"Seget, Umag",Za prodaju,Građevinsko zemljište,,,,139.680 € (1.037.239 kn),1.164 ,,,,,,,,,,,,,,,,,,,da,,300-500m,,Građevno zemljište 500 metara od morske plaže (ID: 300041083-22),"
                        Građevinska parcela namijenjena izgradnji obiteljske kuće ili kuće sa više stanova za iznajmljivanje ili prodaju. Teren se nalazi uz asfaltiranu ulicu u kojoj već postoji ugrađena rasvjeta i kanalizacija. Naselje je uglavnom stambenog karaktera, dok se u ljetnim mjesecima velik dio kuća i stanova iznajmljuje turistima. Blizina plaže i uređeni dio obale ispred naselja, posebno valorizira mikrolokaciju na kojoj se zemljište nalazi. Do centra Umaga automobilom potrebno je manje od 5 minuta, a uređenom biciklističkom stazom se biciklom u centar grada može stići za desetak minuta.                    ","['Voda', 'Struja', 'Kanalizacija', 'Telefon', 'djelomično otvoren pogled', 'Zapad', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U blizini parka/šume']",,,,,,,,,,,,Građevinska,1164 ,00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-pula-gradevinska-parcela-535-,"Monteserpo - Komunal, Pula",Za prodaju,Građevinsko zemljište,,,,50.000 € (371.291 kn),535 ,,,,,,,,,,,,,,,,,,,ne,prirodu,više od 1km,,"ISTRA, PULA GRAĐEVINSKA PARCELA 535  (ID: 300041059-212)","
                        Pula, Monteserpo prodaje se građevinsko zemljište pravilnog kvadratnog oblika. Nalazi se u mirnom dijelu naselja, u slijepoj ulici. Zemljište je idalno za građenje obiteljske kuće ili kuće za odmor. Voda, struja nalaze se blizu zemljista cca 50 metara. Udaljenost od mora 2 km, a od centa pula 1,5 km.                    ","['Voda', 'Struja', 'djelomično otvoren pogled', 'Istok', 'Predgrađe', 'U mirnoj ulici']",,,,,,,,,,,,stambena,535 ,00 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/moderna-vila-3-km-od-poreca,Poreč,Za prodaju,Kuća/Vikendica,5,,2,560.000 € (4.158.461 kn),170 ,,2015 god.,dovršena,moderan,U izradi,,uz manju adaptaciju,namještena,,,,,,da,,da,,ne,ne,,više od 1km,Ne,Moderna vila 3 km od Poreča (ID: 300041079-103),"
                        Prodaje se nova moderna villa izgrađena po standardima za visokokvalitetni najam u cjelogodišnjem periodu. Kategorizacija je izdana na 4 zvjezdice.
Nalazi se u Poreču, svega 3km od centra grada i 1500m od novouređene plaže.
Okućnica je veličine 700,  većina je zazelenjena  travnatim tepihom, i raznolikim mediteranskim biljem. 
Okosnica vrta definitivno je bazen 30, koji ima i dio za djecu, s dubinom od svega pola metra.
Također, na okućnici ima i igralište za odbojku i kutak za djecu, a za smještaj automobila predviđen je prednji dio okućnice pred kućom.
Po čitavom dijelu okućnice gdje je bilje ili trava postoji sustav navodnjavanja.
Sama kuća ima dvije etaže, ukupne netto kvadrature 167,5.
U prizemlju je ulaz, spremište, kotlovnica, jedna spavaća soba s kupaonom, posebni wc, kuhinja, dnevna soba i velika natkrivena terasa od 30.
Na katu su još 3 spavaće sobe i 2 kupaone, manja terasa od 1,5 i veća terasa od 40.
Grijanje je putem klima jedinica kojih sveukupno ima 5, te putem kamina na drva koji se nalazi u dnevnoj sobi.
Kuća je kompletno namještena talijanskim namještajem, odabranim u suradnji s dizajnerom interijera i kao takva se i prodaje.                     ","['Klima uređaj', 'Struja', 'Drva', 'djelomično otvoren pogled', 'Istok', 'Predgrađe', 'U mirnoj ulici', 'U blizini parka/šume']",4,3,700 ,,,nema,vlastiti,,samostojeća,85 ,,,,,,,,,,,,,,
